id,time,x,y
1,821000,716,0
1,821736,736,0
1,822492,756,0
1,823304,812,0
1,824124,820,0
1,824920,796,0
1,825716,796,0
1,826552,836,0
1,827388,836,0
1,828140,752,0
1,828880,740,0
1,829636,756,0
1,830400,764,0
1,831132,732,0
1,831860,728,0
1,832664,804,0
1,833480,816,0
1,834252,772,0
1,834992,740,0
1,835804,812,0
1,836652,848,0
1,837504,852,0
1,838324,820,0
1,839080,756,0
1,839936,856,0
1,840736,800,0
1,841552,816,0
1,842412,860,0
1,843276,864,0
1,844176,900,0
1,845068,892,0
1,845924,856,0
1,846760,836,0
1,847592,832,0
1,848384,792,0
1,849172,788,0
1,849960,788,0
1,850732,772,0
1,851528,796,0
1,852308,780,0
1,853116,808,0
1,853948,832,0
1,854792,844,0
1,855636,844,0
1,856452,816,0
1,857280,828,0
1,858100,820,0
1,858896,796,0
1,859684,788,0
1,860468,784,0
1,861232,764,0
1,861992,760,0
1,862760,768,0
1,863564,804,0
1,864376,812,0
1,865136,760,0
1,865952,816,0
1,866740,788,0
1,867484,744,0
1,868228,744,0
1,868956,728,0
1,869668,712,0
1,870412,744,0
1,871168,756,0
1,871908,740,0
1,872632,724,0
1,873460,828,0
1,874316,856,0
1,875096,780,0
1,875832,736,0
1,876580,748,0
1,877332,752,0
1,878064,732,0
1,878812,748,0
1,879548,736,0
1,880276,728,0
1,880996,720,0
1,881716,720,0
1,882480,764,0
1,883248,768,0
1,883960,712,0
1,884712,752,0
1,885452,740,0
1,886160,708,0
1,886880,720,0
1,887620,740,0
1,888372,752,0
1,889088,716,0
1,889824,736,0
1,890564,740,0
1,891292,728,0
1,892008,716,0
1,892700,692,0
1,893396,696,0
1,894076,680,0
1,894756,680,0
1,895448,692,0
1,896136,688,0
1,896852,716,0
1,897588,736,0
1,898300,712,0
1,899004,704,0
1,899712,708,0
1,900424,712,0
1,901144,720,0
1,901896,752,0
1,902644,748,0
1,903404,760,0
1,904260,856,0
1,905044,784,0
1,905780,736,0
1,906536,756,0
1,907312,776,0
1,908036,724,0
1,908836,800,0
1,909660,824,0
1,910460,800,0
1,911252,792,0
1,912052,800,0
1,912836,784,0
1,913612,776,0
1,914384,772,0
1,915156,772,0
1,915936,780,0
1,916720,784,0
1,917508,788,0
1,918284,776,0
1,919052,768,0
1,919824,772,0
1,920568,744,0
1,921296,728,0
1,921996,700,0
1,922688,692,0
1,923372,684,0
1,924072,700,0
1,924764,692,0
1,925452,688,0
1,926152,700,0
1,926868,716,0
1,927584,716,0
1,928296,712,0
1,929052,756,0
1,929800,748,0
1,930512,712,0
1,931256,744,0
1,932028,772,0
1,932800,772,0
1,933548,748,0
1,934280,732,0
1,935060,780,0
1,935832,772,0
1,936560,728,0
1,937280,720,0
1,938016,736,0
1,938760,744,0
1,939520,760,0
1,940312,792,0
1,941076,764,0
1,941800,724,0
1,942540,740,0
1,943280,740,0
1,943992,712,0
1,944696,704,0
1,945392,696,0
1,946092,700,0
1,946780,688,0
1,947468,688,0
1,948164,696,0
1,948864,700,0
1,949552,688,0
1,950244,692,0
1,950928,684,0
1,951612,684,0
1,952296,684,0
1,952968,672,0
1,953672,704,0
1,954404,732,0
1,955132,728,0
1,955856,724,0
1,956608,752,0
1,957332,724,0
1,958036,704,0
1,958756,720,0
1,959480,724,0
1,960188,708,0
1,960912,724,0
1,961648,736,0
1,962364,716,0
1,963076,712,0
1,963828,752,0
1,964604,776,0
1,965352,748,0
1,966092,740,0
1,966808,716,0
1,967528,720,0
1,968260,732,0
1,968984,724,0
1,969696,712,0
1,970428,732,0
1,971176,748,0
1,971892,716,0
1,972600,708,0
1,973304,704,0
1,974012,708,0
1,974712,700,0
1,975440,728,0
1,976228,788,0
1,977012,784,0
1,977780,768,0
1,978540,760,0
1,979264,724,0
1,979992,728,0
1,980724,732,0
1,981452,728,0
1,982164,712,0
1,982888,724,0
1,983648,760,0
1,984404,756,0
1,985128,724,0
1,985880,752,0
1,986660,780,0
1,987424,764,0
1,988188,764,0
1,988936,748,0
1,989680,744,0
1,990448,768,0
1,991244,796,0
1,992024,780,0
1,992788,764,0
1,993508,720,0
1,994220,712,0
1,994920,700,0
1,995624,704,0
1,996336,712,0
1,997056,720,0
1,997772,716,0
1,998460,688,0
1,999148,688,0
1,999848,700,0
1,1000556,708,0
1,1001268,712,0
1,1001964,696,0
1,1002652,688,0
1,1003344,692,0
1,1004024,680,0
1,1004704,680,0
1,1005416,712,0
1,1006144,728,0
1,1006832,688,0
1,1007540,708,0
1,1008292,752,0
1,1009120,828,0
1,1009892,772,0
1,1010628,736,0
1,1011384,756,0
1,1012184,800,0
1,1012968,784,0
1,1013736,768,0
1,1014552,816,0
1,1015360,808,0
1,1016160,800,0
1,1016952,792,0
1,1017720,768,0
1,1018560,840,0
1,1019340,780,0
1,1020048,708,0
1,1020768,720,0
1,1021480,712,0
